ID,Section,Title,Abstract,Byline,Item_type,Source,Published_date,Material_type_facet,Counter
136,World,"Defend Chernobyl During an Invasion? Why Bother, Some Ukrainians Ask.","Ukraine has initiated a defensive strategy for the Chernobyl Exclusion Zone, one of the most radioactive places on Earth, which lies on the shortest path between Russia and Ukraine’s capital, Kyiv.",BY ANDREW E. KRAMER AND TYLER HICKS,Article,New York Times,2022-01-02,News,1
137,U.S.,"Omicron Cases Appear to Peak in U.S., but Deaths Continue to Rise","The country is reporting upward of 700,000 new cases a day, fewer than earlier this month, but still far more than in any prior surge.","BY MITCH SMITH, JULIE BOSMAN AND TRACEY TULLY",Article,New York Times,2022-01-02,News,1
138,The Upshot,"On Abortion Law, the U.S. Is Unusual. Without Roe, It Would Be, Too.","Many rich democracies have earlier cutoffs for abortion — but allow it later for a variety of reasons. And around the world, it has been much more common to expand access than restrict it.",BY CLAIRE CAIN MILLER AND MARGOT SANGER-KATZ,Article,New York Times,2022-01-02,News,1
139,Science,Bouncing Boulders Point to Quakes on Mars,A preponderance of boulder tracks on the red planet may be evidence of recent seismic activity.,BY KATHERINE KORNEI,Article,New York Times,2022-01-02,News,1
140,New York,Eyesore or Monument? Preservationists Fight to Save a Grain Elevator in Buffalo,The current owner of the Great Northern has been pushing to demolish the building — possibly the last grain elevator of its type in the world.,BY JESSE MCKINLEY,Article,New York Times,2022-01-02,News,1
141,U.S.,Ami Colé Fills a Void In Black Beauty Products,"After toiling in the beauty industry for years, Diarrha N’Diaye-Mbaye decided to create the products she desperately sought but could not find.",BY SANDRA E. GARCIA,Article,New York Times,2022-01-02,News,1
142,Style,The Designer Bringing a New Kind of Cool to Kenzo,"Nigo, the Japanese street wear king, is joining the luxury world and taking on “the greatest challenge” of his career.",BY JESSICA TESTA,Article,New York Times,2022-01-02,News,1
143,en Español,¿Por qué ha causado tanto alboroto el metaverso?,Microsoft dijo que pagó 68.700 millones de dólares por una empresa de videojuegos para fortalecer su posición en el metaverso. Veamos qué significa esto en realidad.,BY BRIAN X. CHEN,Article,New York Times,2022-01-02,News,1
144,Style,"Oh, By the Way: I Had a Baby",The pandemic has offered some women a choice they never had before: to keep their pregnancies secret til the very end.,BY ALYSON KRUEGER,Article,New York Times,2022-01-02,News,1
145,Business,"The Pandemic Changed Everything About Work, Except the Humble Résumé","Résumés may be more for robots than human eyes at first, but most job seekers are still advised to distill their work history in one typewritten page.",BY GRAY BELTRAN,Article,New York Times,2022-01-02,News,1
146,Business,3 Things to Know About Résumés,"With so many changes to the way people work in the last few years, you might wonder how much the traditional résumé still matters, and what one should even look like.",BY GRAY BELTRAN,Interactive,New York Times,2022-01-02,Interactive Feature,1
147,World,I Watched the Building of an Olympic Venue,"In the past 17 months, I made five trips to a village northwest of Beijing. I was curious whether one of the Olympic venues there would be ready for the Games. ",BY KEITH BRADSHER,Interactive,New York Times,2022-01-02,Interactive Feature,1
148,en Español,"Zara Rutherford, la mujer más joven en darle la vuelta al mundo","Cuando la adolescente aterrizó el jueves, se convirtió en la mujer más joven en circunnavegar el mundo en solitario. “Me alegra poder estar en el mismo lugar por unos meses”, dijo.",BY MIKE IVES,Article,New York Times,2022-01-02,News,1
149,Crosswords & Games,Spelling Bee Forum,Feeling stuck on today’s puzzle? We can help.,BY ISAAC ARONOW AND DOUG MENNELLA,Article,New York Times,2022-01-02,News,1
150,Corrections,"Corrections: Jan. 22, 2022","Corrections that appeared in print on Saturday, Jan. 22, 2022.",NO RECORD,Article,New York Times,2022-01-02,Correction,1
151,New York,What we know about the man who officials say shot two police officers.,NO RECORD,BY TROY CLOSSON,Article,New York Times,2022-01-02,Live Blog Post,1
152,New York,"2021 was a deadly year for police in the U.S., a nonprofit group says.",NO RECORD,BY VIMAL PATEL,Article,New York Times,2022-01-02,Live Blog Post,1
153,New York,The gun that the police say was used highlights a persistent problem.,NO RECORD,BY ED SHANAHAN,Article,New York Times,2022-01-02,Live Blog Post,1
154,Today’s Paper,Quotation of the Day: Ruling on Free Speech a Victory for Florida Professors,"Quotation of the Day for Saturday, January 22, 2022.",NO RECORD,Article,New York Times,2022-01-02,Quote,1
155,U.S.,Voices From the March for Life,Protesters at this year’s anti-abortion rally expressed excitement about a coming Supreme Court ruling that could overturn Roe v. Wade.,"BY EMMA COTT, ANG LI AND RAY WHITEHOUSE",Video,New York Times,2022-01-02,Video,1
156,World,The Fugees are the latest artists to cancel shows over the pandemic.,A tour to recognize the 25th anniversary of a career-defining album will have to wait.,BY ALEXANDRA E. PETRI,Article,New York Times,2022-01-02,News,1
157,World,Three Tiny Islands Have Borne the Brunt of Tonga’s Tsunami,"The sparsely populated islets of Nomuka, Mango and Fonoifua were hit by waves almost 50 feet high, a Red Cross official said.",BY NATASHA FROST,Article,New York Times,2022-01-02,News,1
158,Crosswords & Games,Words Read With Feeling,Daniel Okulitch returns to the weekend puzzle stage.,BY CAITLIN LOVINGER,Article,New York Times,2022-01-02,News,1
159,U.S.,Monkeys Escape After Truck Crashes on Pennsylvania Highway,"A pickup truck with an enclosed trailer full of 100 monkeys collided with a dump truck, the police said. Four escaped and one remains missing.",BY MICHAEL LEVENSON,Article,New York Times,2022-01-02,News,1
160,New York,Shootings add to pressure on Mayor Adams to deliver on his promise to restore public safety.,NO RECORD,BY DANA RUBINSTEIN,Article,New York Times,2022-01-02,Live Blog Post,1
161,New York,The shooting of two officers brings to mind past tragedies.,NO RECORD,BY ALI WATKINS,Article,New York Times,2022-01-02,Live Blog Post,1
162,World,The F.D.A. expands its approval of remdesivir to patients who are not hospitalized.,"The treatment must be given via intravenous infusion over three consecutive days, generally at a hospital or clinic.",BY REBECCA ROBBINS,Article,New York Times,2022-01-02,News,1
163,World,Arizona sues to try to keep U.S. from clawing back relief funds.,NO RECORD,BY ALAN RAPPEPORT,Article,New York Times,2022-01-02,News,1
164,en Español,"‘El petróleo va a estar meses en el mar’: un derrame de crudo, ocasionado por el tsunami, arrasa la costa peruana","El derrame, que inicialmente se dijo que era de siete barriles, resultó ser de 6000 según indicó el Ministerio del Ambiente. El gobierno peruano ha comenzado a pedir ayuda internacional.",BY MITRA TAJ,Article,New York Times,2022-01-02,News,1
165,U.S.,Judge Issues Stinging Free Speech Ruling Against University of Florida,"While a lawsuit is being resolved, the university cannot bar professors from offering expert testimony in lawsuits against the state, the federal judge ruled.",BY MICHAEL WINES,Article,New York Times,2022-01-02,News,1
166,U.S.,Arizona Sues to Stop Treasury From Recouping Relief Funds,"Gov. Doug Ducey has been using federal pandemic aid to undermine school mask requirements, which Treasury said violated the law.",BY ALAN RAPPEPORT,Article,New York Times,2022-01-02,News,1
167,New York,The officers were shot while responding to a 911 call about a domestic disturbance.,The officers were the third and fourth to be shot in the line of duty in recent days.,BY ED SHANAHAN,Article,New York Times,2022-01-02,Live Blog Post,1
168,U.S.,"As F.B.I. Breached Texas Synagogue, Hostages Were Dashing for Exit","The federal agency said it was unaware that three hostages were already escaping the temple as an elite rescue team entered from different sides, killing the attacker.",BY RUTH GRAHAM AND ADAM GOLDMAN,Article,New York Times,2022-01-02,News,1
169,U.S.,Biden Looks to Intel’s U.S. Investment to Buoy His China Agenda,The president said passage of a China competition bill was needed “for the sake of our economic competitiveness and our national security.”,BY DAVID E. SANGER AND ANA SWANSON,Article,New York Times,2022-01-02,News,1
170,World,‘We need to sing again’: Ireland relaxes Covid restrictions.,"Pubs and restaurants can return to regular hours, but face masks are still required in public spaces.",BY ED O’LOUGHLIN,Article,New York Times,2022-01-02,News,1
171,U.S.,What Mattered This Week,President Biden rebooted. Democrats feuded. And Republicans watched it all with glee.,BY BLAKE HOUNSHELL AND LEAH ASKARINAM,Article,New York Times,2022-01-02,News,1
172,Sports,Giants Hire Joe Schoen From Bills as General Manager,Schoen was previously the assistant general manager for the Buffalo Bills.,BY EMMANUEL MORGAN,Article,New York Times,2022-01-02,News,1
173,Style,André Leon Talley: Mentor in Chief,"He was famous for his larger-than-life persona, but a lesser-known fact was that he took a select few under his wing and guided their careers.",BY ANDRÉ WHEELER,Article,New York Times,2022-01-02,News,1
174,T Magazine,"In New Orleans, a White Picket Fence That’s Seen Better Days","Having come upon a broken-down partition on a walk, Willie Birch decided to paint what he saw: a fitting metaphor for his city and the country as a whole.",BY ALWA COOPER,Article,New York Times,2022-01-02,News,1
175,Health,"As Omicron Crests, Booster Shots Are Keeping Americans Out of Hospitals","Extra vaccine doses were expected to lower infection rates. But the shots also seem to be preventing severe illness caused by the new variant, the C.D.C. reported.",BY APOORVA MANDAVILLI,Article,New York Times,2022-01-02,News,1
176,World,"Lech Walesa, Poland’s former president who led the Solidarity movement, has Covid.",NO RECORD,BY ALEXANDRA E. PETRI,Article,New York Times,2022-01-02,Live Blog Post,1
177,World,"Anatoly Kvashnin, Russian General in a Pivotal Era, Dies at 75",His brutal campaign in Chechnya left a legacy of embittered civilians and vengeful leaders. But he was also part of a warming toward the West after the Soviet Union fell.,BY ALEX TRAUB,Article,New York Times,2022-01-02,Obituary (Obit),1
178,Opinion,Readers Have Questions About Stocks. An Economist Replies.,The economist Laurence Kotlikoff responds to questions from Times readers.,BY PETER COY,Article,New York Times,2022-01-02,Op-Ed,1
179,U.S.,Jan. 6 Panel and State Officials Seek Answers on Fake Trump Electors,Pressure is mounting on the Justice Department to investigate bogus electors who claimed that Donald J. Trump defeated Joseph R. Biden Jr. in their states.,BY LUKE BROADWATER AND ALAN FEUER,Article,New York Times,2022-01-02,News,1
180,Business,More tech earnings and a fresh outlook on economic growth: The week ahead in business.,NO RECORD,BY CORAL MURPHY MARCOS,Article,New York Times,2022-01-02,Live Blog Post,1
181,Arts,‘Billions’ Season 6 Premiere Recap: Fire in the Hole,"Chuck goes to war with a billionaire, but probably not the one audiences expected. Prince tries his best to be different from his predecessor.",BY SEAN T. COLLINS,Article,New York Times,2022-01-02,Review,1
182,At Home,What to Do This Weekend,It’s a TV bumper crop.,BY MELISSA KIRSCH,Article,New York Times,2022-01-02,News,1
183,Briefing,"Omicron, Russia, Meat Loaf: Your Friday Evening Briefing",Here’s what you need to know at the end of the day.,BY REMY TUMIN,Article,New York Times,2022-01-02,briefing,1
184,U.S.,"Brian Laundrie Claimed Responsibility for Gabrielle Petito’s Death, F.B.I. Says","The agency, closing a high-profile case, said that a notebook found near Mr. Laundrie’s body included statements in which he confessed to killing his fiancée.",BY MICHAEL LEVENSON,Article,New York Times,2022-01-02,News,1
185,World,"New Honduran Leader Loses Grip on Congress, Sapping Hope for Change","A split in the party of the president-elect, Xiomara Castro, has left her with little political means to fight corruption and organized crime.",BY ANATOLY KURMANAEV,Article,New York Times,2022-01-02,News,1
186,Business,Citigroup will bring N.Y.C.-area workers back to the office starting Feb. 7.,NO RECORD,BY LANANH NGUYEN,Article,New York Times,2022-01-02,Live Blog Post,1
187,Business,"More Than 330,000 Pacifiers Recalled Over Choking Hazard","Mushie & Co, a baby goods store, announced a voluntary recall of its FRIGG pacifier after more than 200 reports that the pacifier’s silicone nipple detached from its base.",BY ISABELLA GRULLÓN PAZ,Article,New York Times,2022-01-02,News,1
188,Briefing,Coronavirus Briefing: Love in the Time of Covid,A look at how relationships are faring two years into the pandemic.,BY JONATHAN WOLFE,Article,New York Times,2022-01-02,News,1
189,Books,The Chinese Language Revolution,"Jing Tsu talks about “Kingdom of Characters,” and Kathryn Schulz discusses “Lost and Found.”",NO RECORD,Article,New York Times,2022-01-02,News,1
190,U.S.,Supreme Court to Consider Limits of Ruling for Native Americans in Oklahoma,But the justices rejected a request from state officials to revisit a 2020 ruling that much of eastern Oklahoma falls within an Indian reservation.,BY ADAM LIPTAK,Article,New York Times,2022-01-02,News,1
191,Arts,Louie Anderson and the Compassion of America’s Eternal Kid,He displayed an empathetic humanity that he shared offstage with his friend Bob Saget. The loss of both comics represents the end of an era.,BY JASON ZINOMAN,Article,New York Times,2022-01-02,News,1
